Text ,Label
"Treat work related depression at the Kalm Centre today.The mental health of employees is imperative to the success of any organization. Sadly, mental health of employees is often overlooked in the corporate world....   Ã¢Â€Â¦",depressive
 My depression has depression,depressive
pyrocynical comment section gives me actual depression,depressive
Depression is come up dude .... I legit have suicide thoughts now <Emoji: Slightly smiling face>,depressive
 WOW you just have a sample of depression that's all <Emoji: Face with tears of joy>,depressive
Well I watched the episode so I'm gonna go now and go deeper into my depression,depressive
pumping halsey and kehlani on the drive home cause post tour depression is hitting hard,depressive
Wow we love depression,depressive
"Heavy Facebook use has been known to cause anxiety, depression, narcissism, sleeping problems and even stomach aches.",depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression #News  ,depressive
Something was posted through the door and I'm so offended by it. I was going to post a pic of it but I don't want to give it anymore publicity. It's supposedly a religious leaflet offering help to clean your home of DIRTS. One being depression. DIRTS! WTF!,depressive
" Depression is tough to deal with, its not like you can easily snap out of it. That shit is hard af",depressive
Learning how to forgive myself for the stagnancy that was produced from my depression.,depressive
My depression and anxiety vlog    via ,depressive
"Anxiety told meto keep moving,but my mindwon't stopworrying.Weeping,losing my breath,I couldn't think straight.Depressioncrept in;I'm disinterestedto live.Confusedand tiredlike the restless skythat keepschanging clouds day and night.#inkmine #prompts  Ã¢Â€Â¦",depressive
there are times depression will hit you out of nowhere even you are enjoying your day.....,depressive
"Depression is a serious condition. I am diagnosed with anxiety and depression, but I do not let it define me. Whatever negative energy I feel, I put on paper. Art is my therapy, and not even depression can take that from me <Emoji: Heavy red heart><Emoji: Glowing star> #fuckdepression #32non-depressivechangedirection #LinkinPark",depressive
Depression can be very lonely and isolating. Try  helpful advice for knowing when and how to reach out for support:   Ã¢Â€Â¦ #depression #mentalhealth #selfcare,depressive
Hi I just finished infinity war and I purposely did not wear makeup but uhm..... depression calling my name  pic.twitter.com/dDlAnon-depressiveFj27G,depressive
NowPlaying Job 6:depressive-3non-depressive andquot;A Biblical  Response to Depression.andquot; - Pastor Joe Marquez    non-depressive6:45,depressive
"Exercise can prevent depression, no matter your age or gender    ",depressive
" Major signs of depression. Seriously, I hope you are seeking help.",depressive
"I've lost out on everything, said Mr. McIntyre, who at 64 is a member of the Windrush generation in the UK. He lost his job and the right to benefits. He became homeless, sleeping on a mattress in a cold warehouse, and he fell into a deep depression.   ",depressive
"ICYMI: Researchers have linked a sense of purpose to lower levels of adolescent depression, less...   Ã¢Â€Â¦",depressive
There's Hope: Deepika Padukone On Depression at 'TIME depressivenon-depressivenon-depressive' Gala  ,depressive
Where are those knetz who say something about not downplaying mental health because it is a serious thing esp to celebs? BOM HAS PRESCRIPTION! SHE HAS DEPRESSION! PROTECT HER YOU FOOLS! #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
is it self projection if I wrote post-KH2 Riku slipping into depression like I am and getting comforted by Sora or is that way too self indulgent because good god I feel awful right now and for some odd fucking reason Sora's the only thing keeping me afloat,depressive
" Genome-wide association study of depression phenotypes in UK Biobank identifies variants in excitatory synaptic pathways,   Ã¢Â€Â¦ .. (full text) (2non-depressivedepressive8 Apr depressive6 Nature Comm.)",depressive
"Once i figure out how to have a regular sleep schedule, its over for my depression <Emoji: Call me hand><Emoji: Open hands sign><Emoji: Pensive face>  pic.twitter.com/SEQGNrLjkz",depressive
video ovguide to porn nude celbrities adult comics tube dragon ball porn bulma add and depression in   pic.twitter.com/D72grmZblK,depressive
I ain't stressing bitch ain't no depression,depressive
"   Deregulation of banks, predatory lenders don't lead us to another Great Depression for which Republicans ALWAYS seem to do. WE CANNOT AFFORD IT THIS TIME. HE GAVE AWAY 4TRILLION$$",depressive
What If Everything You Know About Depression Was Wrong?     Ã¢Â€Â¦,depressive
"  Diversity, depression, dicks, deep-fried chicken?",depressive
"There is correlation between depression and losing your voice, or vice versa. Silenced turns into silence.",depressive
  Everyday presents a new challenge. I'm doing my best to make sure the world knows... It's ok to have depression and it's not ok to put other people down #love #peace #chainlink<Emoji: Link symbol> #supportmentalhealth,depressive
Defeat #Depression and Execute a Normal Life Using #Valdoxan. More Information @    pic.twitter.com/9s7QGow7X7,depressive
 <Emoji: Astonished face> ohhhhhkkkk then y only depression neuron works ??,depressive
"  From what I hear, I think (in some places at least) that is starting to change. Like a lot of health conditions, overall lifestyle seems to be key in depression. Not always, but a lot of the time.",depressive
Like breathing exercises do not eliminate depression... try again y'all,depressive
I have the worst post-concert depression ever and I blame   completely because they're awesome.,depressive
#emotional #rap #heart #pain #depression    Ã¢Â€Â¦ you feel it <3,depressive
Dealing with depression isn't easy - here's a few things you shouldn't say to someone who's suffering >>   Ã¢Â€Â¦,depressive
I pray that today you learn to combat the enemy's mental attacks with the promises of God. I declare that anyone struggling with depression or anxiety speak the word of God over their lives and that these things be cast out in Jesus name.There is peace and comfort in His word<Emoji: Person with folded hands (medium skin tone)>,depressive
I wish ppl would talk about depression accurately in the media like what is the point of awareness if u spread false crap,depressive
Going for a cycle a day helps keep depression at bay #mentalhealth #activelincs #bikeability  Ã¢Â€Â¦,depressive
summer depression comes every year,depressive
Worm don't have to engage in capitalism Worms don't have depressionI'm gonna amputate my spine so I may become worm kin,depressive
" If the Great Depression is your only good argument, then I will fully support this when unemployment reaches 25%...and not a moment sooner.",depressive
 Like honestly me neither... I can't even go up some  stairs I get out of breath so much sksksksksk since depression hit me and I gained weight my life going down hill KANSKADKCKXKDK  pic.twitter.com/j2uF7ULanon-depressiver,depressive
have u ever noticed depression naps are great for like a second? That one second when you wake up don't remember but also the next second is nice when you go back to sleep,depressive
depression.,depressive
So true.  I'm reading 'Lost Connections' by  and it's an extraordinary book.  Completely turning around everything I'd wrongly assumed about loneliness and depression and making me look at our society anew.  I highly recommend it!   Ã¢Â€Â¦,depressive
park bom treated her depression by intaking PRESCRIBED MEDICATIONS BY A LEGIT DOCTOR WHY CAN'T ANY OF YOU DRILL THE FUCKING CONCEPT INTO YOUR HARD SKULLS? ##Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
 I can relate to the inertia caused by depression.  I think I've lost 3+ months this year due to meds which made me so groggy/sleepy all the time that I couldn't write at all - or read Add pain to that & you get a rabid zombie lol! I managed to edit quite a bit this weekend tho.,depressive
"Lonely millennials twice as likely to experience depression or anxiety, finds study   Ã¢Â€Â¦",depressive
suffering from chronic depression  ,depressive
this just cured my depression   Ã¢Â€Â¦,depressive
"A big part of depression is feeling really lonely, even if you're in a room full of a million people",depressive
"To understand depression better, you have to have been through it. Luckily, I had a strong family support system. For that I'm grateful for my parents' gut feelings",depressive
if i had to describe depression in a weather format this day would be a perfect fit #imsoaked #ugh,depressive
What's the Connection between Diabetes and Depression? by Elif ÃƒÂœnsal Avdal in Juniper Online Journal of Case Studies (JOJCS)  Ã¢Â€Â¦ pic.twitter.com/7cKbu54QpB,depressive
I'm out my depression life been goin smooth<Emoji: Smiling face with open mouth and cold sweat><Emoji: Star-struck>,depressive
"Heavy use of Facebook is linked to stomach aches, sleeping problems, anxiety, depression and narcissism in teens.",depressive
More than depressive in 2non-depressive #US children and teens have #anxiety or #depression  Ã¢Â€Â¦  Ã¢Â€Â¦,depressive
"#WeRGISIslamic,we show support to the kids suffering from depression  pic.twitter.com/HYJiDwNKMs",depressive
Depression........  pic.twitter.com/hkM67Dbysnon-depressive,depressive
 Thank you Lisa for writing this excellent article and for including links to the IAPT site and the BAD skinsupport site - Is acne causing your depression?   Ã¢Â€Â¦ via     ,depressive
I take meds - the truth about postnatal depression and chronic pain    #mentalhealth,depressive
"Quick Ways To Ease Stress, Depression & Anxiety #bipolardisorder   Ã¢Â€Â¦",depressive
Inside the April 23 issue: White paper calls attention to quality measurement need for depression care. Get your copy for more!,depressive
Alkermes's depression drug is back on track after FDA 'misunderstanding'    via  #healthcare #mentalhealth,depressive
"Marriage does not preclude times ofÃ‚Â depression,Ã‚Â loneliness, or other emotions endemic to the human condition,"" she wrote. """"Going into marriage knowing this gives you a better chance of building a relationship that is close and meaningful.""""   Ã¢Â€Â¦",depressive
 I always felt that Evangelion was about depression and the struggle to accept yourself.,depressive
" To others. That's been depressive8 months of counselling(so far) and a direct result of that (still embryonic) discovery, I've started to properly deal with the depression and anxiety which has blighted my life and relationships for twenty five years. It's hard work, but will be worth it",depressive
How do I get rid of depression,depressive
"Manage your stress. Research shows that stress, anxiety and depression lead to premature aging, wrinkles, and even hair loss.",depressive
 I have depression too and I start counseling next month.All I want is to be happy again,depressive
"Physical Activity and Incident Depression: A Meta-Analysis of Prospective Cohort Studies: American Journal of Psychiatry: Vol non-depressive, No non-depressive   Ã¢Â€Â¦",depressive
" -again, it's overcoming the inertia created by depression, to actually do the edits, sent it to proof-readers etc. And I've been noodling along with sequels to both Square Peg AND Strangers & Pilgrims. But I'm feeling so ill lately it makes creative thinking both hard & agony.",depressive
Yo it has been weeks since regions and post pmea depression is drawing me to this account.,depressive
   The Hoggster is in depression..  pic.twitter.com/78joTa4fNP,depressive
" Yes and better still he's tackling his depression with lot of exercise and talking therapy, I'm more happy about this, Flo! X",depressive
What cures depression? Food. Lots of it. <Emoji: Grimacing face> #foodporn #burger #chi #foodgram #potd #gg #nom   ,depressive
"I got the cuddles and besitos I wanted, yet my ass is still sad. Damn, depression is wild <Emoji: Sneezing face>",depressive
Depression doesn't have a face.,depressive
" I was once a guy who could not attract a woman.I was in my mid-2non-depressives, dealing with depression and out of control anxiety. I am ashamed to say that I felt anger towards women. Never did I even think of doing anything violent, but anger was present. Looking back...depressive/",depressive
3.) I had post partum depression for 6 months. Severe. This part scares me the most about having another kid.4.) I just cant see myself with TWO kids. I'm so content with life right now. I feel like this is it for me..,depressive
  is such a vile hateful individual that it has manifested it self in him as 'depression' from which he says he suffers. Is it any wonder? Rees-Mogg on the other hand is a happy decent individual,depressive
"UPMC Looking For Participants For Depression, Dementia Study   Ã¢Â€Â¦",depressive
I have a mild depression after watching Infinity War,depressive
"Well said! As one who has been battling depression going on depressive2+ years of diagnosis & probably all my middle school to adult life in retrospect, we must be strong in the battle for #MentalHealthAwareness & never settle for the way we are labeled.  Ã¢Â€Â¦",depressive
Listening to music an hour every day helps reduce chronic pain by up to 2depressive percent and depression by up to 25 percent.,depressive
"RT   This person with depression, anxiety, PTSD ... doesn't hÃƒÂ«hÃƒÂ«",depressive
I seal myself away in the depression orb,depressive
"Hocking Fleur Bowl, Hocking Bowl Set, Anchor Hocking, Hocking Fleur, Chip and Dip Glass,Hocking Glass Bowl, Fleur Gold Dish, Depression    #Etsy #AbateVintage #FleurChipBowl  Ã¢Â€Â¦",depressive
"Not all the research is good, but in a handful of areas, including depression, chronic pain, and anxiety, there is some very promising research showing that mindfulness meditation can be as good as existing treatments (but without the nasty side effects!)   ",depressive
  depression,depressive
" Yeah <Emoji: Reversed hand with middle finger extended (light skin tone)>If I ever see someone tell a person with depression to go work out I WILL judge them silently. (I would say punch but I'm not strong, I would say yell but i'm not brave.)",depressive
Farmers urged to talk to allay depression fears -     ,depressive
[Zicutake] Depression can be prevented by exercise   ,depressive
Knetz are the ones who are stupid lmfao. Bom never did drugs so of course blackjacks will defend her to their graves. How fucking stupid can yall knetz get honestly like how many times do yall need to get told that those were PRESCRIBED MEDICINE FOR HER DEPRESSION,depressive
Depression is fucking real!,depressive
How to Avoid Depression While Working in Business by Tommy Zimmer   Ã¢Â€Â¦ pic.twitter.com/jyv5IOdepressivevY5,depressive
"   2. ... but to confound gender dysphoria with the insecurities/distress women face today, suggest that the medical definition and symptoms are unknown to her.It is like saying how being sad is the same as years of clinical depression and how ''everybody'' experiences it.",depressive
This depression shit is not no game I gotta shake this shit man,depressive
"Nothing pushes me to do better like pain ,depression, and struggle ! I feed off of it because every second spent upset is a wasted moment of being Happy that I can never get back!",depressive
The depression epidemic and why the medical profession is failing patients   ,depressive
One of my mini poems. #helenswriting#mentalhealth#depression#poetry#Friendship#friends#anxiety#livingwithdepression pic.twitter.com/IT8ZJ8uIo4,depressive
"Sadness and Depression are serious cases, you don't know what the person is fighting inside.",depressive
"H8 when people self diagnose or make jokes about depression, addiction & domestic abuse. ur not depressed, ur sad. ur not an alcoholic, ur 23 n drink on weekends. n it's not funny to make jokes about ur bf/gf beating u",depressive
Listen to Healing Released For Me Against Depression - Proverbs depressive2:25 by Brian & Farha Major #np on #SoundCloud  Ã¢Â€Â¦,depressive
This is so true. Depression especially   Ã¢Â€Â¦,depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression   Ã¢Â€Â¦,depressive
Which supplements for depression?   Ã¢Â€Â¦ via ,depressive
Deepika Padukone gives suggestions For those who survived depression:    via ,depressive
 depression...no joke from 7non-depressive - 67 kgs ako within 3 months,depressive
Really important piece from  about the link between acne and depression   Ã¢Â€Â¦,depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression   Ã¢Â€Â¦,depressive
Can Placenta capsules help with postnatal depression?     #ppd #pnd #postnatal #mentalhealth #pregnancyproblems #childbirth pic.twitter.com/Rnon-depressive6LBHrdepressivewg,depressive
"//Be back in a while,,,? Got hit by a bus of depression",depressive
" At first glance, I thought it said 'crippling depression'",depressive
mmm I'm so fuckin stressed out and my depression keeps getting worse despite upping the dosage and I can't AFFORD to fucking ruin this year's chances of getting into a school because of my depression,depressive
" Honestly it is tough, with depression sometimes I have days where I physically won't be able to leave my bed & do normal things. It's hard to explain, i never understood it until I went through it & honestly the first 2 years with it were my last year of college & first of uni",depressive
"I've passed alot of feelings (pain, sadness, depression, crying till my last breath) till i've reached to feel nothing. Just nothing, just empty..",depressive
she is fighting depression.. and instead of lifting her up you people are hurting her more..  #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
My mom wants me to pay attention to her and pamper her when I'm over here having chronic depression and anxiety and I'm trying so hard not to let it show but I just end up snapping at her and she gets mad and upset and I just wanna d*e please @ God,depressive
I liked a  video    Mensutra on Kapil Sharma's Depression and Phone Call Controversy!,depressive
"We're almost there but still recruiting! In particular we are looking for controls, generally healthy participants with no history of depression as well as people with depression. For more information, and to take part visit:    #TakePartInResearch pic.twitter.com/ONHxvQMqVf",depressive
"who couldnt afford the bus, got rIPPED OFF, got into a car accident, suffering from depression and anxiety,",depressive
"I have started sharing my journey through depression on my blog, go to my website and check it out... we need more mental health awareness in NZ   #igotyou #nzmentalhealth #MentalHealthAwareness",depressive
"<Emoji: Smiling face with sunglasses>'Before you diagnose yourself with depression or low self-esteem, first make sure you are not, in fact, just surrounded by assholes.' ~W. Gibson #quotes #WednesdayWisdom #WednesdayMotivation #InspirationalQuotes",depressive
Hala. Why did depression and anxiety suddenly attack me? I'm so vulnerable in this kind of situation.,depressive
"Today God wants us to know thatÃ‚Â all emotions grow in size when practiced regularly.Practice love to have more love, practice hate to have more hate. Practice kindness to have more kindness, practice depression to have more depression. The choice is yours as always.",depressive
"well done, the depression knows brass with helper",depressive
  that trailer cured my depression,depressive
Menopause is a turbulent time of transition for both the body and mind. Find out How to Deal with #Menopause and #Depression:    pic.twitter.com/b7tLz4vuJnon-depressive,depressive
Depression trashed all my relationships in college and social anxiety ruined them in high school - it took 2non-depressive years but I've finally overcome most of my insecurity. I'm sorry to everyone I hurt along the way.,depressive
   same my playlist is already full of depression :),depressive
NICE are looking for lay members to join the Depression in Children Guideline Update Committee -  Ã¢Â€Â¦,depressive
"You have a choice: Follow Negative Mental Habits, or past ways that lead to Hellish Days, or you can choose to look at the world differently (#ACIM, W33).because you have this Choice, you are your salvation today (id. W7non-depressive).Choose wisely!#Happiness #Depression #Anxiety #Fear",depressive
#Depression in young men due to strained relationship with their fathers   Ã¢Â€Â¦ via  #MentalHealthKE #depressionke,depressive
"Does it really matter? everyday some expert is telling us what's bad for us, don't do this, don't do that. Today running helps with depression.  I tell you what's helps with depression experts/news media/celebs/MPs shutting up. #BritainsFatFight",depressive
[Zicutake] Depression can be prevented by exercise   ,depressive
OpenDemocracy - The Third Great Depression and rise of the far-right: experiences from Turkey   ,depressive
Every time I think my depression is going away for good I look at Twitter and am immediately brought right back,depressive
who am I kidding my anxiety and depression kicks in for everything i'm a lonely mess,depressive
"Analysis of 2,non-depressivenon-depressivenon-depressive millennials found that the chance of experiencing depression or anxiety among those who reported feeling lonely more than doubled.    ",depressive
Just just stop! Stop doingg things that you might regret on the end! You know how depression can do! Dont want to watch again fandoms mourning!! So pls stop!!!  #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
"  Trump's new slogan,"" """"Bring America Back To Depression.""""",depressive
Lack of these things is d actual definition of depression   Ã¢Â€Â¦,depressive
Not much I can say about this one really. except that it's my latest post. #bloggerstribe #blog #depression #FuckDepression       Ã¢Â€Â¦,depressive
Perspective ,depressive
"Well, I wish I could talk about our own depression and anxiety during our own journey in our own new places. Yet....Ah, never mind.",depressive
why doesnt she like meeeeeeeeeee #suicide #depression #gangnamstyle,depressive
"She definitely showed signs of alcoholism, but it was potentially triggered by her suffering from Postpartum Depression.",depressive
"Just one puff of #cannabis 'could ease #depression, #stress and #anxiety'  Ã¢Â€Â¦",depressive
I know what you mean. I too have a very difficult time staying positive. I feel like my Depression has taken on a life of its own; I feel like my Depression prevents me from staying positive   Ã¢Â€Â¦,depressive
"I had such a bad day depression wise, that I had a four hour nap today and I did no work on my assignments and I'm stressed as heck.",depressive
it saddens me how much my mental health really changed me. depression is a thief.,depressive
  We come to twitter to chill not read depression shit,depressive
 Depression def can be helped with having a vision & goals,depressive
Abnormal Functional Connectivity of Ventral Anterior Insula in Asthmatic Patients with Depression.   ,depressive
 Depression is real but you don't care. You're exploiting someone's illness for profit. If anything happens to Park Bom it's down to you,depressive
"Lord, please, help my friends. Some of them have been dealing with depression, anxiety, and suicidal thoughts, and I know you can help them with their pain. Ease their sorrow, and allow them to see hope with each new day that you bring. Amen.",depressive
"Filipino kids as young as depressivenon-depressive years old have committed suicide because of depression."""" Ã¢Â€Â” Sen. Joel Villanueva",depressive
"As some universities give free iPads, my university gave me free depression.",depressive
"depressivem older people say they often feel lonely. Regular physical activity has been found to prevent and manage chronic conditions inc dementia & depression. This scheme combines exercise and comradeship. Simple, fabulous idea. We love it!    Ã¢Â€Â¦",depressive
Lonely millennials are at a greater risk of developing anxiety and depression -- but the reasons for their isolation are unclear   Ã¢Â€Â¦,depressive
I don't think people realize that depression is a real thing and how serious it is...,depressive
92 in my uni coursework <Emoji: Smiling face with heart-shaped eyes>yep depression has been worth it,depressive
"In our Asian community, it's now become highly imperative that we raise awareness about depression. I'm sick of people brushing this topic as if it's nothing.",depressive
PARK BOM IS NOT CRAZYPARK BOM DEALS WITH DEPRESSIONPARK BOM DID NOTHING WRONG #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
Is #stress #depression and #anxiety really a choice? Can we simply decide we no longer want to have a #mentalhealth difficulty and then 'poof' we're well again?  Ã¢Â€Â¦,depressive
i truly made a steve carrell dressed up as gru account 2 years ago... and the memes only getting attention now? with no link to my account. Depression risen,depressive
Atlanta and the Unfolding of Paper Boi's Depression   Ã¢Â€Â¦,depressive
Is #stress #depression and #anxiety really a choice? Can we simply decide we no longer want to have a #mentalhealth difficulty and then 'poof' we're well again?...  Ã¢Â€Â¦,depressive
post infinity war depression,depressive
If an artist doesn't show much support towards his fans people call him ungrateful. If an artist shows that he cares about what their fans are going through and try to raise awareness towards stuff like anxiety and depression they are considered fake. Stop being like this.,depressive
anyway can you believe Hyolyn really cured my depression just like that? Queen,depressive
i never knew holiday depression could get this bad ive been sitting in my study room staring out the window as routine for almost a week straight now,depressive
"oops i just defeated depression, i don't want bad things to happen on me again",depressive
depression   Ã¢Â€Â¦,depressive
"   'Mental health matters because we all have it and a mental illness can affect anyone. Depression, anxiety, whatever it is, none of them discriminate between who they affect' 25, Oughtibridge.",depressive
all furries use depression as a tool to gain attention which strokes their ego even further,depressive
More than depressive in 2non-depressive US children and teens have anxiety or depression   Ã¢Â€Â¦,depressive
The evidence is clear that people that are more active have a lesser risk of developing depression.   Ã¢Â€Â¦,depressive
for some reason my depression just hit me this morning lmaooo,depressive
"i will never get over the fact how easy it is for people to joke about someone's depression, addiction, anxiety and suicidal thoughts simply because that person is justin bieber",depressive
"Junk food a factor when it comes to depression, says Dubai doctor #diet  Ã¢Â€Â¦",depressive
"How you're brought up and your personality may make you feel like being paranoid is a normal thing, but it may get you in to depression...",depressive
"  Bts helped me when i went through depression (it wasn't anything serious), though i was feeling sad everyday and nothing seemed to bring my moods up. So when i stumbled upon them, i seriously started smiling and i immediately loved their songs. And army is also like a family",depressive
Sleep differences for Depression and Anxiety - the best diagnostic tool   ,depressive
#depression #motivation #lifting Shoulder Press!! Or Military Press!! Regardless one of ourÃ¢Â€Â¦   ,depressive
" My grandpa was UK infantry in Gaza, he lowered his age and joined to feed his sons after the depression, he was 35 and said he was 25.  He spent nearly 3non-depressive yrs after never marching, never talking about it, he carried shrapnel all that time and kept his post war son out of Nam",depressive
mulligrubs: A state of depression or low spirits #UnusualWords pic.twitter.com/bSjXROOMOq,depressive
Makes a video with the sole purpose to belittle depression but attempts to silence other's opinions. What?  pic.twitter.com/kcSusZgBKM,depressive
 That feeling is terrible. Last time i forgot my depression medication i ended up puking right after leaving the chemist. I hope your alright,depressive
"Junk food a factor when it comes to depression, says Dubai doctor -     ",depressive
rainy days and depression<Emoji: Two hearts><Emoji: Revolving hearts><Emoji: Growing heart><Emoji: Heart with arrow><Emoji: Sparkling heart>,depressive
Hay fever increases the risk of depression   ,depressive
" Dnt joke about these things, anak. Death & depression destroy lives, we shldnt wish for or joke about them. Let's hope fake news ito.",depressive
"And on the other side of spectrum, if you descend into chaos, depression, lose grip on your life, lose your work ethic, no matter how you try, how much effort you think you're putting, things seem to never work out",depressive
. I'm gonna take my depression nap for three more days. I worked too hard for this. I hate it. Bye....Also plz don't pm me I never reply  pic.twitter.com/non-depressive435xCwpc2,depressive
"Some studies show depression can make you smarter by improving recollection, critical thinking, and raising attention span.",depressive
for any of you bandwagonning on hate (literally why???) pls read this. Park Bom did NOTHING WRONG and had her career ruined over her just trying to deal with depression and mental health #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”  Ã¢Â€Â¦,depressive
"If it's not from within, no amount of love from without will get you taking care of your body.#MentalHealthKE#depression#MentalHealth#Hygiene",depressive
Depression is a fckin bich,depressive
THE FOUR STAGES OF VICE:> pose> depression> overthinking> anger,depressive
"It's a cliche, but I hope you'll start a nuclear war to cure your depression",depressive
Depression. It hits you suddenly and it kills you silently. <Emoji: Skull>,depressive
"  Dear troll, I suffered with depression for man years and was medicated many times during that period. A good friend prayed with me and I turned to God to take the depression. God answered. No more depression, no more medication.",depressive
My anxiety keeps me awake and antsy but my depression makes me unmotivated and not wanna do anything. Please let this end...,depressive
"Exercise lowers risk of depression risk at all ages, researchers find   Ã¢Â€Â¦",depressive
"Just one puff of cannabis 'could ease depression, stress and anxiety' - The Sun   ",depressive
Anyways got a date with my baby to watch Infinity War tonight! leggo! kick that depression ass!,depressive
Could 'one puff' of cannabis ease depression?    pic.twitter.com/4HJlzVzMGW,depressive
"this summer is pretty much just gonna be consecutive bouts of post concert depression, i can feel it already",depressive
Depression and anxiety in patients with cancer   ,depressive
"Depression days are shit normally but when you have no friends,  no money and no where to go... I actually feel lost.",depressive
"sorry for not being active lately, my depression is getting the best of me <Emoji: Pensive face> love you all very much <Emoji: Beating heart><Emoji: Beating heart><Emoji: Beating heart>  pic.twitter.com/hErK36non-depressivecyg",depressive
"how have i gone from having a depressive episode last night, breaking down on the bathroom floor, genuinely wanting not to exist, to today feeling motivated and wanting to leave the house independently to go do a cute spring photoshoot?? depression is weird",depressive
it's so unfair that we have to worry about bom. a girl who was brave enough to treat her depression and could be such a great example to other people. she was taking a huge step and got pulled back down by ignorant assholes. bom deserves so much better :( #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”,depressive
"Meek was in jail eatin dumb good, or it could've been depression. Who knows lol",depressive
why does depression have to hit me when i'm traveling this is like 6 times the anxiety plus depression i hate it,depressive
"Power rests in Our history to be told in order to discuss America's worst terrorist attacks on its own citizens. Such conversations will begin the healing but most important it will educate Our youths to persevere from mental depression, a generational curse.  pic.twitter.com/44non-depressivenHcyefr",depressive
Thor's family drama is the reason I have depression,depressive
I can't believe how I'm back at it again! Not eating for the whole day. Why am I torturing myself because of depression? <Emoji: Cat face with tears of joy><Emoji: Cat face with tears of joy><Emoji: Cat face with tears of joy>,depressive
[Zicutake] Depression can be prevented by exercise   ,depressive
lowpass on pizzicato strings - number one cause of crushing depression,depressive
I like how they incorporated manic depression here :( Aaaaaah   Ã¢Â€Â¦,depressive
 Waiting for my depression to go away <Emoji: Upside-down face>,depressive
"Bom saw her friend dying literally in front of her causing depression and anxiety for years. She suffered a lot, took LEGAL medicines and became a really successful singer. She is not drug addict, she is an inspiration and a role model. #Ã«Â°Â•Ã«Â´Â„Ã¬Â ÂœÃ«Â°ÂœÃ«Â‚Â´Ã«Â²Â„Ã«Â Â¤Ã«Â‘ÂÃ¬Â„Â¸Ã¬ÂšÂ”",depressive
Depression And Obsession,depressive
" no. it isn't. stop romanticising depression you fucking onion. aren't you the one who said that people choose to be depressed and mock people with deppresion? oh yeah, you are! stop being fake woke to try to impress your underage fans on the internet and be an actual father.",depressive
"No tropical depression gonna steal my sun away.Mm, I feel lucky today.<Emoji: Multiple musical notes>",depressive
"Depression costs South Africa more than R232-billion per year Ã¢Â€Â“ or 5.7 percent of the country's GDP Ã¢Â€Â“ due to lost productivity. Psychiatrist Dr Renata Schoeman, who is also a lecturer at USB and an MBA alumnus, says more than 4non-depressive percent of all...   ",depressive
Anxiety and depression is the fucking worst. JUST FUCK OFF,depressive
"I dreamt of the stars last night.  Just looking up in awe at the vastness of it all. As I headed up in wonder,  the stars were covered by clouds.  Such small things (clouds) obscuring the universe from view.  Reminds me of hope depression works.depressive/2",depressive
sometimes that depression pack really do be hittin,depressive
 No others are as well worst form of depression,depressive
You're not alone.#Depression #MentalHealthMatters  Ã¢Â€Â¦,depressive
"The greatest depression of our life is buying and keeping all the things which are not at all necessary for us.Think before you buy anything, any single thing.#monksays",depressive
OF COURSE HE IS SUFFERING FROM DEPRESSION OF LOSING HIS WIFE. HE NEVER SUFFERED ANY ILL FEELING OF INNOCENT CIVILIAN DEATHS WHEN HE ATTACKED KUWAIT & HIS SON ATTACKED IRAQ KILLING INNOCENT CIVILIANS &&' SACRIFICING AMERICAN SOLDIERS FOR SUPPORTING ISRALE!!  Ã¢Â€Â¦,depressive
"Advertising has us chasing cars and clothes, working jobs we hate so we can buy shit we don't need. Our great depression is our lives.",depressive
